transaction_id,amount,transaction_type,merchant_category,time_of_day
3941,1884,POS,Travel,Night
3942,533,POS,Clothing,Evening
3943,3133,Online,Clothing,Night
3944,4234,Online,Dining,Evening
3945,3208,Online,Dining,Afternoon
3946,2795,ATM Withdrawal,Travel,Morning
3947,2128,Online,Groceries,Afternoon
3948,1220,Bank Transfer,Cash,Night
3949,1036,ATM Withdrawal,Dining,Morning
3950,4127,Online,Travel,Morning
3951,4271,Bank Transfer,Travel,Evening
3952,507,Online,Cash,Morning
3953,4539,Online,Travel,Evening
3954,2815,ATM Withdrawal,Cash,Morning
3955,4942,Bank Transfer,Cash,Morning
3956,1703,POS,Travel,Evening
3957,4768,Online,Travel,Morning
3958,734,ATM Withdrawal,Clothing,Afternoon
3959,385,Bank Transfer,Cash,Morning
3960,4408,Online,Electronics,Night
3961,2462,POS,Cash,Evening
3962,3869,Bank Transfer,Electronics,Evening
3963,1696,Bank Transfer,Travel,Afternoon
3964,4813,ATM Withdrawal,Dining,Night
3965,266,Online,Groceries,Morning
3966,4504,Online,Travel,Afternoon
3967,3610,Bank Transfer,Groceries,Morning
3968,60,Online,Clothing,Afternoon
3969,604,Bank Transfer,Electronics,Evening
3970,4923,POS,Clothing,Night
3971,4741,ATM Withdrawal,Dining,Evening
3972,3883,Online,Dining,Afternoon
3973,3446,Online,Cash,Morning
3974,1082,ATM Withdrawal,Travel,Night
3975,1486,POS,Cash,Morning
3976,4880,POS,Dining,Evening
3977,3030,POS,Dining,Morning
3978,1674,POS,Cash,Afternoon
3979,4502,POS,Clothing,Night
3980,2740,Bank Transfer,Groceries,Night
3981,1405,Online,Electronics,Night
3982,3907,Online,Dining,Afternoon
3983,4634,Online,Cash,Morning
3984,4790,Bank Transfer,Dining,Night
3985,4055,ATM Withdrawal,Clothing,Evening
3986,2670,POS,Electronics,Evening
3987,2243,ATM Withdrawal,Clothing,Evening
3988,3332,POS,Groceries,Evening
3989,4207,POS,Clothing,Evening
3990,4228,ATM Withdrawal,Electronics,Afternoon
3991,2111,Online,Electronics,Morning
3992,1316,Bank Transfer,Dining,Afternoon
3993,1647,ATM Withdrawal,Groceries,Evening
3994,1150,Online,Travel,Evening
3995,625,POS,Dining,Night
3996,4662,Online,Cash,Night
3997,4219,POS,Clothing,Morning
3998,1576,POS,Clothing,Morning
3999,986,Online,Electronics,Morning
4000,4806,POS,Cash,Afternoon
4001,1326,Bank Transfer,Electronics,Night
4002,2349,Online,Cash,Morning
4003,4366,ATM Withdrawal,Electronics,Night
4004,2106,POS,Travel,Night
4005,388,POS,Travel,Night
4006,3475,Bank Transfer,Dining,Night
4007,2281,Bank Transfer,Travel,Night
4008,1056,ATM Withdrawal,Cash,Night
4009,1017,POS,Electronics,Afternoon
4010,119,ATM Withdrawal,Cash,Evening
4011,2781,ATM Withdrawal,Dining,Night
4012,3893,POS,Dining,Afternoon
4013,2610,ATM Withdrawal,Groceries,Morning
4014,3253,ATM Withdrawal,Travel,Afternoon
4015,1015,Bank Transfer,Clothing,Afternoon
4016,4803,Bank Transfer,Clothing,Afternoon
4017,315,ATM Withdrawal,Groceries,Night
4018,968,POS,Electronics,Morning
4019,963,Bank Transfer,Groceries,Afternoon
4020,2678,ATM Withdrawal,Electronics,Morning
4021,3548,Online,Travel,Afternoon
4022,2687,Online,Travel,Night
4023,1640,ATM Withdrawal,Dining,Afternoon
4024,1801,Online,Dining,Afternoon
4025,2613,Bank Transfer,Dining,Morning
4026,1981,POS,Dining,Morning
4027,76,ATM Withdrawal,Clothing,Morning
4028,844,Bank Transfer,Dining,Evening
4029,215,POS,Dining,Morning
4030,2843,Online,Dining,Afternoon
4031,4260,Online,Electronics,Evening
4032,1724,Online,Cash,Morning
4033,1542,Online,Dining,Night
4034,3155,Bank Transfer,Groceries,Morning
4035,3130,Bank Transfer,Dining,Night
4036,717,POS,Dining,Evening
4037,188,ATM Withdrawal,Clothing,Night
4038,122,POS,Cash,Evening
4039,766,ATM Withdrawal,Dining,Night
4040,906,Online,Cash,Morning
4041,2878,Online,Electronics,Evening
4042,168,Online,Travel,Afternoon
4043,795,Online,Cash,Afternoon
4044,1813,Bank Transfer,Cash,Afternoon
4045,1849,POS,Dining,Morning
4046,3178,ATM Withdrawal,Dining,Afternoon
4047,2308,ATM Withdrawal,Dining,Evening
4048,4088,Bank Transfer,Clothing,Afternoon
4049,1552,Online,Travel,Evening
4050,4218,POS,Clothing,Afternoon
4051,4364,Online,Clothing,Night
4052,2164,Bank Transfer,Clothing,Evening
4053,584,ATM Withdrawal,Electronics,Afternoon
4054,3048,Bank Transfer,Travel,Afternoon
4055,1391,ATM Withdrawal,Electronics,Afternoon
4056,1232,POS,Electronics,Evening
4057,2484,ATM Withdrawal,Travel,Evening
4058,1511,POS,Electronics,Afternoon
4059,868,Online,Travel,Night
4060,3584,Online,Cash,Evening
4061,3739,Bank Transfer,Cash,Evening
4062,2975,POS,Dining,Night
4063,3201,Online,Clothing,Morning
4064,1606,POS,Cash,Night
4065,1571,Online,Cash,Afternoon
4066,2532,Online,Electronics,Evening
4067,2609,ATM Withdrawal,Travel,Evening
4068,2401,Bank Transfer,Groceries,Evening
4069,2685,ATM Withdrawal,Electronics,Evening
4070,2193,POS,Electronics,Morning
4071,286,Online,Travel,Evening
4072,3892,Bank Transfer,Groceries,Evening
4073,3614,Online,Groceries,Morning
4074,2088,Online,Dining,Afternoon
4075,4352,ATM Withdrawal,Electronics,Afternoon
4076,4516,POS,Clothing,Morning
4077,4087,Bank Transfer,Cash,Afternoon
4078,4178,Bank Transfer,Electronics,Afternoon
4079,1130,Bank Transfer,Clothing,Night
4080,4778,POS,Clothing,Night
4081,2533,Bank Transfer,Travel,Night
4082,3380,POS,Electronics,Morning
4083,4392,Bank Transfer,Travel,Evening
4084,1918,Online,Dining,Morning
4085,3530,POS,Clothing,Morning
4086,4317,ATM Withdrawal,Groceries,Morning
4087,4506,Bank Transfer,Clothing,Morning
4088,4760,ATM Withdrawal,Dining,Night
4089,3115,POS,Clothing,Morning
4090,507,Online,Travel,Night
4091,3597,ATM Withdrawal,Electronics,Evening
4092,4203,ATM Withdrawal,Groceries,Afternoon
4093,2423,Online,Travel,Night
4094,3810,Online,Cash,Morning
4095,472,POS,Electronics,Evening
4096,2770,Bank Transfer,Groceries,Morning
4097,3467,ATM Withdrawal,Dining,Evening
4098,282,ATM Withdrawal,Clothing,Afternoon
4099,1160,POS,Groceries,Evening
4100,3399,Bank Transfer,Cash,Evening
4101,28,POS,Dining,Afternoon
4102,1626,ATM Withdrawal,Electronics,Afternoon
4103,3188,ATM Withdrawal,Groceries,Evening
4104,4091,Online,Dining,Morning
4105,421,Online,Electronics,Night
4106,751,Bank Transfer,Travel,Morning
4107,2681,ATM Withdrawal,Clothing,Night
4108,2789,ATM Withdrawal,Dining,Afternoon
4109,2634,Online,Travel,Morning
4110,524,POS,Cash,Afternoon
4111,216,POS,Cash,Evening
4112,957,ATM Withdrawal,Electronics,Evening
4113,2451,ATM Withdrawal,Groceries,Morning
4114,1838,Bank Transfer,Clothing,Afternoon
4115,3608,Bank Transfer,Electronics,Morning
4116,2177,Online,Dining,Morning
4117,1666,ATM Withdrawal,Clothing,Night
4118,611,POS,Travel,Evening
4119,721,Bank Transfer,Clothing,Morning
4120,1213,Online,Travel,Evening
4121,1401,Online,Electronics,Night
4122,2706,POS,Groceries,Afternoon
4123,3282,Bank Transfer,Cash,Morning
4124,4935,POS,Clothing,Evening
4125,3141,Online,Groceries,Morning
4126,3740,ATM Withdrawal,Groceries,Afternoon
4127,2676,POS,Cash,Morning
4128,559,Online,Clothing,Morning
4129,4751,ATM Withdrawal,Clothing,Evening
4130,3992,ATM Withdrawal,Groceries,Afternoon
4131,1254,Bank Transfer,Dining,Night
4132,3896,Bank Transfer,Dining,Afternoon
4133,4022,Online,Clothing,Afternoon
4134,2559,POS,Groceries,Night
4135,3214,ATM Withdrawal,Groceries,Morning
4136,855,Bank Transfer,Electronics,Evening
4137,4555,Bank Transfer,Groceries,Morning
4138,53,POS,Cash,Morning
4139,668,Bank Transfer,Dining,Night
4140,4833,Online,Electronics,Night
4141,3940,POS,Cash,Morning
4142,2877,ATM Withdrawal,Dining,Afternoon
4143,3657,Online,Cash,Evening
4144,2792,ATM Withdrawal,Travel,Afternoon
4145,1701,ATM Withdrawal,Clothing,Morning
4146,2235,Bank Transfer,Travel,Morning
4147,3076,Online,Clothing,Evening
4148,1957,Online,Dining,Afternoon
4149,1375,POS,Dining,Morning
4150,3140,Online,Travel,Morning
4151,4543,POS,Cash,Night
4152,4531,Online,Clothing,Evening
4153,977,ATM Withdrawal,Clothing,Night
4154,1414,POS,Electronics,Night
4155,495,Online,Groceries,Night
4156,1765,POS,Cash,Morning
4157,3640,Bank Transfer,Cash,Afternoon
4158,2978,Bank Transfer,Electronics,Night
4159,1589,POS,Dining,Afternoon
4160,2805,POS,Travel,Morning
4161,60,ATM Withdrawal,Cash,Night
4162,1669,Online,Clothing,Morning
4163,4310,Bank Transfer,Electronics,Night
4164,2797,Bank Transfer,Travel,Night
4165,4638,Online,Travel,Morning
4166,2165,Bank Transfer,Cash,Evening
4167,4356,Bank Transfer,Groceries,Evening
4168,4240,POS,Clothing,Afternoon
4169,3171,Bank Transfer,Travel,Afternoon
4170,1624,Bank Transfer,Clothing,Morning
4171,2746,Bank Transfer,Cash,Morning
4172,416,Online,Electronics,Morning
4173,3389,ATM Withdrawal,Travel,Evening
4174,4207,POS,Cash,Evening
4175,1394,ATM Withdrawal,Travel,Night
4176,3705,Bank Transfer,Electronics,Night
4177,4509,Bank Transfer,Clothing,Morning
4178,4919,Bank Transfer,Clothing,Morning
4179,2912,ATM Withdrawal,Travel,Afternoon
4180,1639,Online,Cash,Evening
4181,3272,Online,Electronics,Morning
4182,1036,POS,Dining,Evening
4183,2999,ATM Withdrawal,Clothing,Morning
4184,2234,Online,Dining,Night
4185,2930,POS,Travel,Morning
4186,4325,Bank Transfer,Dining,Night
4187,4278,Bank Transfer,Cash,Afternoon
4188,2793,POS,Cash,Afternoon
4189,1423,Online,Dining,Afternoon
4190,4607,ATM Withdrawal,Cash,Morning
4191,3658,POS,Clothing,Afternoon
4192,2818,Online,Travel,Morning
4193,3341,POS,Dining,Evening
4194,2188,Online,Clothing,Night
4195,807,Bank Transfer,Dining,Evening
4196,2856,POS,Clothing,Morning
4197,939,ATM Withdrawal,Cash,Afternoon
4198,4828,POS,Cash,Night
4199,3101,Bank Transfer,Travel,Afternoon
4200,2272,Bank Transfer,Cash,Evening
4201,1343,Online,Electronics,Morning
4202,1284,Bank Transfer,Clothing,Night
4203,4593,Online,Clothing,Night
4204,3490,Bank Transfer,Dining,Morning
4205,3352,Online,Travel,Morning
4206,1227,ATM Withdrawal,Groceries,Night
4207,1474,Online,Cash,Evening
4208,4418,Online,Groceries,Evening
4209,4184,ATM Withdrawal,Electronics,Afternoon
4210,4780,Online,Travel,Night
4211,23,Online,Clothing,Morning
4212,2303,ATM Withdrawal,Groceries,Morning
4213,2055,Bank Transfer,Electronics,Morning
4214,1047,POS,Travel,Morning
4215,4138,Online,Electronics,Night
4216,1469,Bank Transfer,Cash,Evening
4217,266,POS,Groceries,Afternoon
4218,4139,ATM Withdrawal,Dining,Evening
4219,4083,Online,Dining,Afternoon
4220,1293,Online,Travel,Morning
4221,3497,ATM Withdrawal,Electronics,Morning
4222,2194,Online,Clothing,Night
4223,368,POS,Groceries,Morning
4224,3801,POS,Dining,Night
4225,4859,ATM Withdrawal,Dining,Night
4226,3197,Online,Electronics,Night
4227,4509,Bank Transfer,Dining,Morning
4228,1235,Online,Electronics,Morning
4229,2307,ATM Withdrawal,Groceries,Evening
4230,287,Bank Transfer,Electronics,Afternoon
4231,4217,POS,Dining,Evening
4232,1996,POS,Electronics,Morning
4233,3554,Bank Transfer,Dining,Afternoon
4234,2803,Bank Transfer,Cash,Night
4235,401,ATM Withdrawal,Travel,Afternoon
4236,978,Online,Dining,Night
4237,2200,POS,Dining,Morning
4238,2238,Online,Dining,Afternoon
4239,2636,POS,Travel,Night
4240,2855,Online,Cash,Evening
4241,4374,POS,Clothing,Evening
4242,3317,Online,Dining,Night
4243,2610,ATM Withdrawal,Clothing,Evening
4244,2690,POS,Groceries,Evening
4245,4380,ATM Withdrawal,Cash,Afternoon
4246,4848,POS,Electronics,Evening
4247,95,POS,Clothing,Afternoon
4248,3144,POS,Cash,Morning
4249,4509,Online,Groceries,Evening
4250,2249,POS,Cash,Morning
4251,3374,ATM Withdrawal,Electronics,Evening
4252,2055,Online,Dining,Night
4253,1064,Online,Dining,Night
4254,3411,POS,Dining,Morning
4255,3739,Bank Transfer,Travel,Morning
4256,2679,Online,Travel,Morning
4257,285,POS,Travel,Night
4258,4756,ATM Withdrawal,Travel,Morning
4259,4100,Bank Transfer,Groceries,Night
4260,1115,Online,Cash,Morning
4261,4691,Bank Transfer,Groceries,Afternoon
4262,2942,Online,Dining,Afternoon
4263,138,Bank Transfer,Electronics,Evening
4264,4361,Bank Transfer,Travel,Afternoon
4265,4336,ATM Withdrawal,Cash,Morning
4266,3578,Bank Transfer,Electronics,Afternoon
4267,2412,ATM Withdrawal,Groceries,Afternoon
4268,1657,POS,Travel,Morning
4269,3566,Online,Groceries,Afternoon
4270,3901,ATM Withdrawal,Groceries,Morning
4271,2203,Online,Clothing,Afternoon
4272,2057,ATM Withdrawal,Cash,Morning
4273,3114,Online,Groceries,Night
4274,4365,ATM Withdrawal,Dining,Night
4275,2144,Online,Groceries,Evening
4276,852,POS,Travel,Afternoon
4277,1981,Online,Dining,Evening
4278,4370,POS,Groceries,Morning
4279,3913,POS,Dining,Night
4280,3623,POS,Groceries,Morning
4281,401,Bank Transfer,Cash,Evening
4282,2289,Online,Dining,Morning
4283,910,Bank Transfer,Electronics,Morning
4284,4693,Bank Transfer,Clothing,Morning
4285,2504,Online,Dining,Morning
4286,1162,POS,Travel,Night
4287,1304,Bank Transfer,Clothing,Morning
4288,475,Bank Transfer,Clothing,Morning
4289,2185,ATM Withdrawal,Groceries,Night
4290,3255,Online,Dining,Morning
4291,497,Bank Transfer,Cash,Morning
4292,2948,Online,Clothing,Evening
4293,2636,Online,Travel,Night
4294,959,Bank Transfer,Cash,Afternoon
4295,4511,Online,Cash,Morning
4296,1059,POS,Travel,Evening
4297,4085,Bank Transfer,Travel,Night
4298,4469,Bank Transfer,Groceries,Morning
4299,1400,Bank Transfer,Electronics,Afternoon
4300,1093,ATM Withdrawal,Dining,Morning
4301,4656,ATM Withdrawal,Clothing,Evening
4302,1668,ATM Withdrawal,Dining,Night
4303,4397,ATM Withdrawal,Cash,Evening
4304,1827,Bank Transfer,Clothing,Night
4305,200,POS,Groceries,Afternoon
4306,470,Online,Dining,Morning
4307,2531,Online,Groceries,Evening
4308,3486,Bank Transfer,Groceries,Afternoon
4309,2715,POS,Dining,Afternoon
4310,4376,Online,Dining,Morning
4311,1167,POS,Clothing,Evening
4312,4276,Bank Transfer,Cash,Morning
4313,37,ATM Withdrawal,Cash,Morning
4314,4241,POS,Travel,Night
4315,2982,Online,Groceries,Night
4316,3034,Online,Cash,Morning
4317,4993,Online,Electronics,Night
4318,1274,ATM Withdrawal,Clothing,Evening
4319,865,POS,Clothing,Night
4320,4035,POS,Travel,Afternoon
4321,1261,Online,Travel,Morning
4322,4614,POS,Groceries,Morning
4323,3880,Online,Clothing,Evening
4324,1336,POS,Clothing,Morning
4325,1035,ATM Withdrawal,Electronics,Night
4326,371,ATM Withdrawal,Groceries,Afternoon
4327,1228,Bank Transfer,Groceries,Morning
4328,615,Bank Transfer,Cash,Night
4329,1680,Bank Transfer,Travel,Afternoon
4330,4821,POS,Cash,Morning
4331,2307,ATM Withdrawal,Groceries,Morning
4332,2204,ATM Withdrawal,Electronics,Morning
4333,4453,ATM Withdrawal,Groceries,Afternoon
4334,1287,Online,Cash,Morning
4335,408,POS,Dining,Morning
4336,2182,POS,Dining,Night
4337,2820,Bank Transfer,Electronics,Night
4338,2662,Online,Travel,Night
4339,2949,Online,Clothing,Night
4340,831,ATM Withdrawal,Groceries,Morning
4341,954,Bank Transfer,Cash,Afternoon
4342,3488,POS,Travel,Morning
4343,2789,Online,Cash,Evening
4344,4439,ATM Withdrawal,Travel,Afternoon
4345,4460,POS,Groceries,Evening
4346,1206,ATM Withdrawal,Clothing,Morning
4347,1222,POS,Groceries,Afternoon
4348,833,ATM Withdrawal,Clothing,Afternoon
4349,1906,POS,Cash,Night
4350,4273,Bank Transfer,Electronics,Morning
4351,2425,POS,Clothing,Evening
4352,545,POS,Travel,Afternoon
4353,3020,POS,Electronics,Afternoon
4354,2637,ATM Withdrawal,Cash,Night
4355,3787,Online,Dining,Afternoon
4356,959,POS,Electronics,Night
4357,3518,POS,Clothing,Afternoon
4358,4312,Bank Transfer,Electronics,Afternoon
4359,553,POS,Cash,Morning
4360,3910,Bank Transfer,Electronics,Afternoon
4361,3763,POS,Cash,Night
4362,4234,ATM Withdrawal,Dining,Night
4363,2092,Online,Clothing,Night
4364,2876,Online,Travel,Evening
4365,2256,Online,Electronics,Afternoon
4366,1846,ATM Withdrawal,Groceries,Morning
4367,86,Bank Transfer,Travel,Morning
4368,378,Online,Electronics,Evening
4369,4631,ATM Withdrawal,Travel,Afternoon
4370,358,ATM Withdrawal,Groceries,Night
4371,4611,POS,Travel,Evening
4372,4748,Bank Transfer,Travel,Evening
4373,4343,ATM Withdrawal,Groceries,Night
4374,1465,Bank Transfer,Groceries,Evening
4375,2195,Online,Groceries,Evening
4376,3821,Online,Dining,Night
4377,3282,Online,Cash,Afternoon
4378,3692,POS,Cash,Morning
4379,1856,POS,Groceries,Morning
4380,1864,Bank Transfer,Cash,Night
4381,2995,Bank Transfer,Travel,Night
4382,4460,POS,Groceries,Afternoon
4383,2635,ATM Withdrawal,Electronics,Evening
4384,2904,Bank Transfer,Groceries,Afternoon
4385,568,Bank Transfer,Groceries,Evening
4386,2906,Online,Cash,Evening
4387,1927,Bank Transfer,Clothing,Afternoon
4388,1264,Bank Transfer,Travel,Night
4389,1691,ATM Withdrawal,Cash,Night
4390,1824,Bank Transfer,Travel,Afternoon
4391,672,ATM Withdrawal,Electronics,Evening
4392,4126,Online,Dining,Evening
4393,3335,POS,Clothing,Evening
4394,1251,Online,Electronics,Evening
4395,3153,ATM Withdrawal,Electronics,Afternoon
4396,3047,ATM Withdrawal,Travel,Morning
4397,171,Bank Transfer,Clothing,Night
4398,4235,Bank Transfer,Travel,Night
4399,1960,POS,Dining,Morning
4400,4330,ATM Withdrawal,Travel,Evening
4401,1791,ATM Withdrawal,Groceries,Morning
4402,4685,Online,Travel,Morning
4403,1487,POS,Groceries,Morning
4404,3040,Online,Electronics,Night
4405,3996,Bank Transfer,Dining,Night
4406,116,Bank Transfer,Cash,Morning
4407,2678,Online,Groceries,Morning
4408,4945,Bank Transfer,Dining,Morning
4409,1174,Online,Travel,Evening
4410,1167,ATM Withdrawal,Cash,Evening
4411,2256,ATM Withdrawal,Travel,Evening
4412,676,Bank Transfer,Electronics,Night
4413,2136,POS,Travel,Afternoon
4414,2951,ATM Withdrawal,Groceries,Morning
4415,521,Bank Transfer,Electronics,Morning
4416,259,POS,Dining,Afternoon
4417,898,Bank Transfer,Electronics,Morning
4418,1033,Online,Dining,Evening
4419,4704,Bank Transfer,Clothing,Evening
4420,4858,Online,Groceries,Afternoon
4421,609,ATM Withdrawal,Groceries,Evening
4422,3032,ATM Withdrawal,Dining,Afternoon
4423,2540,Bank Transfer,Travel,Evening
4424,2893,POS,Cash,Morning
4425,2074,Bank Transfer,Travel,Night
4426,1768,Bank Transfer,Clothing,Evening
4427,3579,ATM Withdrawal,Dining,Afternoon
4428,1252,ATM Withdrawal,Clothing,Night
4429,4339,Bank Transfer,Dining,Morning
4430,2305,ATM Withdrawal,Clothing,Night
4431,1935,Online,Dining,Afternoon
4432,2072,Bank Transfer,Groceries,Morning
4433,3405,ATM Withdrawal,Clothing,Morning
4434,450,Bank Transfer,Clothing,Evening
4435,2753,ATM Withdrawal,Dining,Night
4436,16,Online,Electronics,Evening
4437,1596,Online,Electronics,Morning
4438,835,Bank Transfer,Groceries,Evening
4439,3834,Online,Travel,Evening
4440,1278,Online,Travel,Afternoon
4441,3446,ATM Withdrawal,Groceries,Evening
4442,3448,Bank Transfer,Travel,Morning
4443,1320,ATM Withdrawal,Cash,Evening
4444,4043,ATM Withdrawal,Cash,Morning
4445,1637,POS,Cash,Morning
4446,1046,Online,Cash,Afternoon
4447,487,ATM Withdrawal,Dining,Morning
4448,2688,ATM Withdrawal,Electronics,Morning
4449,724,ATM Withdrawal,Groceries,Afternoon
4450,1686,Online,Dining,Morning
4451,2172,Online,Cash,Afternoon
4452,518,Online,Groceries,Night
4453,391,Bank Transfer,Electronics,Night
4454,1190,ATM Withdrawal,Travel,Night
4455,1855,Online,Dining,Morning
4456,4380,ATM Withdrawal,Electronics,Evening
4457,1728,Bank Transfer,Groceries,Afternoon
4458,1110,POS,Clothing,Night
4459,1870,Bank Transfer,Dining,Afternoon
4460,2101,Online,Groceries,Night
4461,727,Online,Groceries,Night
4462,327,Bank Transfer,Electronics,Morning
4463,4639,ATM Withdrawal,Groceries,Afternoon
4464,1786,Online,Dining,Morning
4465,2294,Online,Cash,Afternoon
4466,1254,Bank Transfer,Dining,Afternoon
4467,1343,ATM Withdrawal,Groceries,Evening
4468,3679,Bank Transfer,Electronics,Night
4469,1210,Bank Transfer,Dining,Morning
4470,1804,ATM Withdrawal,Clothing,Evening
4471,2711,ATM Withdrawal,Cash,Afternoon
4472,1464,POS,Travel,Night
4473,1943,Bank Transfer,Electronics,Morning
4474,756,ATM Withdrawal,Electronics,Evening
4475,850,Online,Travel,Afternoon
4476,2505,POS,Travel,Evening
4477,1098,Bank Transfer,Dining,Afternoon
4478,802,ATM Withdrawal,Groceries,Afternoon
4479,1277,POS,Groceries,Night
4480,1560,POS,Clothing,Morning
4481,2700,Online,Cash,Night
4482,302,POS,Groceries,Morning
4483,4032,Bank Transfer,Clothing,Morning
4484,1414,ATM Withdrawal,Clothing,Afternoon
4485,1658,POS,Electronics,Evening
4486,2826,POS,Electronics,Morning
4487,3920,Bank Transfer,Cash,Morning
4488,2928,Online,Dining,Morning
4489,1407,Online,Travel,Morning
4490,1703,ATM Withdrawal,Travel,Afternoon
4491,1047,Bank Transfer,Cash,Night
4492,3862,Online,Clothing,Evening
4493,1572,ATM Withdrawal,Cash,Afternoon
4494,1122,ATM Withdrawal,Travel,Afternoon
4495,1301,Online,Clothing,Afternoon
4496,1171,Bank Transfer,Travel,Morning
4497,1039,POS,Dining,Evening
4498,4347,Online,Electronics,Afternoon
4499,4267,POS,Electronics,Afternoon
4500,2749,POS,Clothing,Afternoon
4501,988,Bank Transfer,Cash,Morning
4502,527,Bank Transfer,Travel,Morning
4503,792,ATM Withdrawal,Groceries,Afternoon
4504,2841,Bank Transfer,Dining,Morning
4505,4190,ATM Withdrawal,Travel,Evening
4506,147,Online,Groceries,Morning
